FullDateAlternateKey	Day	Month	MonthShort	MonthNo	Quarter	Year
20220702	Saturday	July	Jul	7	3	2022
20220703	Sunday	July	Jul	7	3	2022
20220704	Monday	July	Jul	7	3	2022
20220705	Tuesday	July	Jul	7	3	2022
20220706	Wednesday	July	Jul	7	3	2022
20220707	Thursday	July	Jul	7	3	2022
20220708	Friday	July	Jul	7	3	2022
20220709	Saturday	July	Jul	7	3	2022
20220710	Sunday	July	Jul	7	3	2022
20220711	Monday	July	Jul	7	3	2022
20220712	Tuesday	July	Jul	7	3	2022
20220713	Wednesday	July	Jul	7	3	2022
20220714	Thursday	July	Jul	7	3	2022
20220715	Friday	July	Jul	7	3	2022
20220716	Saturday	July	Jul	7	3	2022
20220717	Sunday	July	Jul	7	3	2022
20220718	Monday	July	Jul	7	3	2022
20220719	Tuesday	July	Jul	7	3	2022
20220720	Wednesday	July	Jul	7	3	2022
20220721	Thursday	July	Jul	7	3	2022
20220722	Friday	July	Jul	7	3	2022
20220723	Saturday	July	Jul	7	3	2022
20220724	Sunday	July	Jul	7	3	2022
20220725	Monday	July	Jul	7	3	2022
20220726	Tuesday	July	Jul	7	3	2022
20220727	Wednesday	July	Jul	7	3	2022
20220728	Thursday	July	Jul	7	3	2022
20220729	Friday	July	Jul	7	3	2022
20220730	Saturday	July	Jul	7	3	2022
20220731	Sunday	July	Jul	7	3	2022
20220801	Monday	August	Aug	8	3	2022
20220802	Tuesday	August	Aug	8	3	2022
20220803	Wednesday	August	Aug	8	3	2022
20220804	Thursday	August	Aug	8	3	2022
20220805	Friday	August	Aug	8	3	2022
20220806	Saturday	August	Aug	8	3	2022
20220807	Sunday	August	Aug	8	3	2022
20220808	Monday	August	Aug	8	3	2022
20220809	Tuesday	August	Aug	8	3	2022
20220810	Wednesday	August	Aug	8	3	2022
20220811	Thursday	August	Aug	8	3	2022
20220812	Friday	August	Aug	8	3	2022
20220813	Saturday	August	Aug	8	3	2022
20220814	Sunday	August	Aug	8	3	2022
20220815	Monday	August	Aug	8	3	2022
20220816	Tuesday	August	Aug	8	3	2022
20220817	Wednesday	August	Aug	8	3	2022
20220818	Thursday	August	Aug	8	3	2022
20220819	Friday	August	Aug	8	3	2022
20220820	Saturday	August	Aug	8	3	2022
20220821	Sunday	August	Aug	8	3	2022
20220822	Monday	August	Aug	8	3	2022
20220823	Tuesday	August	Aug	8	3	2022
20220824	Wednesday	August	Aug	8	3	2022
20220825	Thursday	August	Aug	8	3	2022
20220826	Friday	August	Aug	8	3	2022
20220827	Saturday	August	Aug	8	3	2022
20220828	Sunday	August	Aug	8	3	2022
20220829	Monday	August	Aug	8	3	2022
20220830	Tuesday	August	Aug	8	3	2022
20220831	Wednesday	August	Aug	8	3	2022
20220901	Thursday	September	Sep	9	3	2022
20220902	Friday	September	Sep	9	3	2022
20220903	Saturday	September	Sep	9	3	2022
20220904	Sunday	September	Sep	9	3	2022
20220905	Monday	September	Sep	9	3	2022
20220906	Tuesday	September	Sep	9	3	2022
20220907	Wednesday	September	Sep	9	3	2022
20220908	Thursday	September	Sep	9	3	2022
20220909	Friday	September	Sep	9	3	2022
20220910	Saturday	September	Sep	9	3	2022
20220911	Sunday	September	Sep	9	3	2022
20220912	Monday	September	Sep	9	3	2022
20220913	Tuesday	September	Sep	9	3	2022
20220914	Wednesday	September	Sep	9	3	2022
20220915	Thursday	September	Sep	9	3	2022
20220916	Friday	September	Sep	9	3	2022
20220917	Saturday	September	Sep	9	3	2022
20220918	Sunday	September	Sep	9	3	2022
20220919	Monday	September	Sep	9	3	2022
20220920	Tuesday	September	Sep	9	3	2022
20220921	Wednesday	September	Sep	9	3	2022
20220922	Thursday	September	Sep	9	3	2022
20220923	Friday	September	Sep	9	3	2022
20220924	Saturday	September	Sep	9	3	2022
20220925	Sunday	September	Sep	9	3	2022
20220926	Monday	September	Sep	9	3	2022
20220927	Tuesday	September	Sep	9	3	2022
20220928	Wednesday	September	Sep	9	3	2022
20220929	Thursday	September	Sep	9	3	2022
20220930	Friday	September	Sep	9	3	2022
20221001	Saturday	October	Oct	10	4	2022
20221002	Sunday	October	Oct	10	4	2022
20221003	Monday	October	Oct	10	4	2022
20221004	Tuesday	October	Oct	10	4	2022
20221005	Wednesday	October	Oct	10	4	2022
20221006	Thursday	October	Oct	10	4	2022
20221007	Friday	October	Oct	10	4	2022
20221008	Saturday	October	Oct	10	4	2022
20221009	Sunday	October	Oct	10	4	2022
20221010	Monday	October	Oct	10	4	2022
20221011	Tuesday	October	Oct	10	4	2022
20221012	Wednesday	October	Oct	10	4	2022
20221013	Thursday	October	Oct	10	4	2022
20221014	Friday	October	Oct	10	4	2022
20221015	Saturday	October	Oct	10	4	2022
20221016	Sunday	October	Oct	10	4	2022
20221017	Monday	October	Oct	10	4	2022
20221018	Tuesday	October	Oct	10	4	2022
20221019	Wednesday	October	Oct	10	4	2022
20221020	Thursday	October	Oct	10	4	2022
20221021	Friday	October	Oct	10	4	2022
20221022	Saturday	October	Oct	10	4	2022
20221023	Sunday	October	Oct	10	4	2022
20221024	Monday	October	Oct	10	4	2022
20221025	Tuesday	October	Oct	10	4	2022
20221026	Wednesday	October	Oct	10	4	2022
20221027	Thursday	October	Oct	10	4	2022
20221028	Friday	October	Oct	10	4	2022
20221029	Saturday	October	Oct	10	4	2022
20221030	Sunday	October	Oct	10	4	2022
20221031	Monday	October	Oct	10	4	2022
20221101	Tuesday	November	Nov	11	4	2022
20221102	Wednesday	November	Nov	11	4	2022
20221103	Thursday	November	Nov	11	4	2022
20221104	Friday	November	Nov	11	4	2022
20221105	Saturday	November	Nov	11	4	2022
20221106	Sunday	November	Nov	11	4	2022
20221107	Monday	November	Nov	11	4	2022
20221108	Tuesday	November	Nov	11	4	2022
20221109	Wednesday	November	Nov	11	4	2022
20221110	Thursday	November	Nov	11	4	2022
20221111	Friday	November	Nov	11	4	2022
20221112	Saturday	November	Nov	11	4	2022
20221113	Sunday	November	Nov	11	4	2022
20221114	Monday	November	Nov	11	4	2022
20221115	Tuesday	November	Nov	11	4	2022
20221116	Wednesday	November	Nov	11	4	2022
20221117	Thursday	November	Nov	11	4	2022
20221118	Friday	November	Nov	11	4	2022
20221119	Saturday	November	Nov	11	4	2022
20221120	Sunday	November	Nov	11	4	2022
20221121	Monday	November	Nov	11	4	2022
20221122	Tuesday	November	Nov	11	4	2022
20221123	Wednesday	November	Nov	11	4	2022
20221124	Thursday	November	Nov	11	4	2022
20221125	Friday	November	Nov	11	4	2022
20221126	Saturday	November	Nov	11	4	2022
20221127	Sunday	November	Nov	11	4	2022
20221128	Monday	November	Nov	11	4	2022
20221129	Tuesday	November	Nov	11	4	2022
20221130	Wednesday	November	Nov	11	4	2022
20221201	Thursday	December	Dec	12	4	2022
20221202	Friday	December	Dec	12	4	2022
20221203	Saturday	December	Dec	12	4	2022
20221204	Sunday	December	Dec	12	4	2022
20221205	Monday	December	Dec	12	4	2022
20221206	Tuesday	December	Dec	12	4	2022
20221207	Wednesday	December	Dec	12	4	2022
20221208	Thursday	December	Dec	12	4	2022
20221209	Friday	December	Dec	12	4	2022
20221210	Saturday	December	Dec	12	4	2022
20221211	Sunday	December	Dec	12	4	2022
20221212	Monday	December	Dec	12	4	2022
20221213	Tuesday	December	Dec	12	4	2022
20221214	Wednesday	December	Dec	12	4	2022
20221215	Thursday	December	Dec	12	4	2022
20221216	Friday	December	Dec	12	4	2022
20221217	Saturday	December	Dec	12	4	2022
20221218	Sunday	December	Dec	12	4	2022
20221219	Monday	December	Dec	12	4	2022
20221220	Tuesday	December	Dec	12	4	2022
20221221	Wednesday	December	Dec	12	4	2022
20221222	Thursday	December	Dec	12	4	2022
20221223	Friday	December	Dec	12	4	2022
20221224	Saturday	December	Dec	12	4	2022
20221225	Sunday	December	Dec	12	4	2022
20221226	Monday	December	Dec	12	4	2022
20221227	Tuesday	December	Dec	12	4	2022
20221228	Wednesday	December	Dec	12	4	2022
20221229	Thursday	December	Dec	12	4	2022
20221230	Friday	December	Dec	12	4	2022
20221231	Saturday	December	Dec	12	4	2022
20230101	Sunday	January	Jan	1	1	2023
20230102	Monday	January	Jan	1	1	2023
20230103	Tuesday	January	Jan	1	1	2023
20230104	Wednesday	January	Jan	1	1	2023
20230105	Thursday	January	Jan	1	1	2023
20230106	Friday	January	Jan	1	1	2023
20230107	Saturday	January	Jan	1	1	2023
20230108	Sunday	January	Jan	1	1	2023
20230109	Monday	January	Jan	1	1	2023
20230110	Tuesday	January	Jan	1	1	2023
20230111	Wednesday	January	Jan	1	1	2023
20230112	Thursday	January	Jan	1	1	2023
20230113	Friday	January	Jan	1	1	2023
20230114	Saturday	January	Jan	1	1	2023
20230115	Sunday	January	Jan	1	1	2023
20230116	Monday	January	Jan	1	1	2023
20230117	Tuesday	January	Jan	1	1	2023
20230118	Wednesday	January	Jan	1	1	2023
20230119	Thursday	January	Jan	1	1	2023
20230120	Friday	January	Jan	1	1	2023
20230121	Saturday	January	Jan	1	1	2023
20230122	Sunday	January	Jan	1	1	2023
20230123	Monday	January	Jan	1	1	2023
20230124	Tuesday	January	Jan	1	1	2023
20230125	Wednesday	January	Jan	1	1	2023
20230126	Thursday	January	Jan	1	1	2023
20230127	Friday	January	Jan	1	1	2023
20230128	Saturday	January	Jan	1	1	2023
20230129	Sunday	January	Jan	1	1	2023
20230130	Monday	January	Jan	1	1	2023
20230131	Tuesday	January	Jan	1	1	2023
20230201	Wednesday	February	Feb	2	1	2023
20230202	Thursday	February	Feb	2	1	2023
20230203	Friday	February	Feb	2	1	2023
20230204	Saturday	February	Feb	2	1	2023
20230205	Sunday	February	Feb	2	1	2023
20230206	Monday	February	Feb	2	1	2023
20230207	Tuesday	February	Feb	2	1	2023
20230208	Wednesday	February	Feb	2	1	2023
20230209	Thursday	February	Feb	2	1	2023
20230210	Friday	February	Feb	2	1	2023
20230211	Saturday	February	Feb	2	1	2023
20230212	Sunday	February	Feb	2	1	2023
20230213	Monday	February	Feb	2	1	2023
20230214	Tuesday	February	Feb	2	1	2023
20230215	Wednesday	February	Feb	2	1	2023
20230216	Thursday	February	Feb	2	1	2023
20230217	Friday	February	Feb	2	1	2023
20230218	Saturday	February	Feb	2	1	2023
20230219	Sunday	February	Feb	2	1	2023
20230220	Monday	February	Feb	2	1	2023
20230221	Tuesday	February	Feb	2	1	2023
20230222	Wednesday	February	Feb	2	1	2023
20230223	Thursday	February	Feb	2	1	2023
20230224	Friday	February	Feb	2	1	2023
20230225	Saturday	February	Feb	2	1	2023
20230226	Sunday	February	Feb	2	1	2023
20230227	Monday	February	Feb	2	1	2023
20230228	Tuesday	February	Feb	2	1	2023
20230301	Wednesday	March	Mar	3	1	2023
20230302	Thursday	March	Mar	3	1	2023
20230303	Friday	March	Mar	3	1	2023
20230304	Saturday	March	Mar	3	1	2023
20230305	Sunday	March	Mar	3	1	2023
20230306	Monday	March	Mar	3	1	2023
20230307	Tuesday	March	Mar	3	1	2023
20230308	Wednesday	March	Mar	3	1	2023
20230309	Thursday	March	Mar	3	1	2023
20230310	Friday	March	Mar	3	1	2023
20230311	Saturday	March	Mar	3	1	2023
20230312	Sunday	March	Mar	3	1	2023
20230313	Monday	March	Mar	3	1	2023
20230314	Tuesday	March	Mar	3	1	2023
20230315	Wednesday	March	Mar	3	1	2023
20230316	Thursday	March	Mar	3	1	2023
20230317	Friday	March	Mar	3	1	2023
20230318	Saturday	March	Mar	3	1	2023
20230319	Sunday	March	Mar	3	1	2023
20230320	Monday	March	Mar	3	1	2023
20230321	Tuesday	March	Mar	3	1	2023
20230322	Wednesday	March	Mar	3	1	2023
20230323	Thursday	March	Mar	3	1	2023
20230324	Friday	March	Mar	3	1	2023
20230325	Saturday	March	Mar	3	1	2023
20230326	Sunday	March	Mar	3	1	2023
20230327	Monday	March	Mar	3	1	2023
20230328	Tuesday	March	Mar	3	1	2023
20230329	Wednesday	March	Mar	3	1	2023
20230330	Thursday	March	Mar	3	1	2023
20230331	Friday	March	Mar	3	1	2023
20230401	Saturday	April	Apr	4	2	2023
20230402	Sunday	April	Apr	4	2	2023
20230403	Monday	April	Apr	4	2	2023
20230404	Tuesday	April	Apr	4	2	2023
20230405	Wednesday	April	Apr	4	2	2023
20230406	Thursday	April	Apr	4	2	2023
20230407	Friday	April	Apr	4	2	2023
20230408	Saturday	April	Apr	4	2	2023
20230409	Sunday	April	Apr	4	2	2023
20230410	Monday	April	Apr	4	2	2023
20230411	Tuesday	April	Apr	4	2	2023
20230412	Wednesday	April	Apr	4	2	2023
20230413	Thursday	April	Apr	4	2	2023
20230414	Friday	April	Apr	4	2	2023
20230415	Saturday	April	Apr	4	2	2023
20230416	Sunday	April	Apr	4	2	2023
20230417	Monday	April	Apr	4	2	2023
20230418	Tuesday	April	Apr	4	2	2023
20230419	Wednesday	April	Apr	4	2	2023
20230420	Thursday	April	Apr	4	2	2023
20230421	Friday	April	Apr	4	2	2023
20230422	Saturday	April	Apr	4	2	2023
20230423	Sunday	April	Apr	4	2	2023
20230424	Monday	April	Apr	4	2	2023
20230425	Tuesday	April	Apr	4	2	2023
20230426	Wednesday	April	Apr	4	2	2023
20230427	Thursday	April	Apr	4	2	2023
20230428	Friday	April	Apr	4	2	2023
20230429	Saturday	April	Apr	4	2	2023
20230430	Sunday	April	Apr	4	2	2023
20230501	Monday	May	May	5	2	2023
20230502	Tuesday	May	May	5	2	2023
20230503	Wednesday	May	May	5	2	2023
20230504	Thursday	May	May	5	2	2023
20230505	Friday	May	May	5	2	2023
20230506	Saturday	May	May	5	2	2023
20230507	Sunday	May	May	5	2	2023
20230508	Monday	May	May	5	2	2023
20230509	Tuesday	May	May	5	2	2023
20230510	Wednesday	May	May	5	2	2023
20230511	Thursday	May	May	5	2	2023
20230512	Friday	May	May	5	2	2023
20230513	Saturday	May	May	5	2	2023
20230514	Sunday	May	May	5	2	2023
20230515	Monday	May	May	5	2	2023
20230516	Tuesday	May	May	5	2	2023
20230517	Wednesday	May	May	5	2	2023
20230518	Thursday	May	May	5	2	2023
20230519	Friday	May	May	5	2	2023
20230520	Saturday	May	May	5	2	2023
20230521	Sunday	May	May	5	2	2023
20230522	Monday	May	May	5	2	2023
20230523	Tuesday	May	May	5	2	2023
20230524	Wednesday	May	May	5	2	2023
20230525	Thursday	May	May	5	2	2023
20230526	Friday	May	May	5	2	2023
20230527	Saturday	May	May	5	2	2023
20230528	Sunday	May	May	5	2	2023
20230529	Monday	May	May	5	2	2023
20230530	Tuesday	May	May	5	2	2023
20230531	Wednesday	May	May	5	2	2023
20230601	Thursday	June	Jun	6	2	2023
20230602	Friday	June	Jun	6	2	2023
20230603	Saturday	June	Jun	6	2	2023
20230604	Sunday	June	Jun	6	2	2023
20230605	Monday	June	Jun	6	2	2023
20230606	Tuesday	June	Jun	6	2	2023
20230607	Wednesday	June	Jun	6	2	2023
20230608	Thursday	June	Jun	6	2	2023
20230609	Friday	June	Jun	6	2	2023
20230610	Saturday	June	Jun	6	2	2023
20230611	Sunday	June	Jun	6	2	2023
20230612	Monday	June	Jun	6	2	2023
20230613	Tuesday	June	Jun	6	2	2023
20230614	Wednesday	June	Jun	6	2	2023
20230615	Thursday	June	Jun	6	2	2023
20230616	Friday	June	Jun	6	2	2023
20230617	Saturday	June	Jun	6	2	2023
20230618	Sunday	June	Jun	6	2	2023
20230619	Monday	June	Jun	6	2	2023
20230620	Tuesday	June	Jun	6	2	2023
20230621	Wednesday	June	Jun	6	2	2023
20230622	Thursday	June	Jun	6	2	2023
20230623	Friday	June	Jun	6	2	2023
20230624	Saturday	June	Jun	6	2	2023
20230625	Sunday	June	Jun	6	2	2023
20230626	Monday	June	Jun	6	2	2023
20230627	Tuesday	June	Jun	6	2	2023
20230628	Wednesday	June	Jun	6	2	2023
20230629	Thursday	June	Jun	6	2	2023
20230630	Friday	June	Jun	6	2	2023
20230701	Saturday	July	Jul	7	3	2023
20230702	Sunday	July	Jul	7	3	2023
20230703	Monday	July	Jul	7	3	2023
20230704	Tuesday	July	Jul	7	3	2023
20230705	Wednesday	July	Jul	7	3	2023
20230706	Thursday	July	Jul	7	3	2023
20230707	Friday	July	Jul	7	3	2023
20230708	Saturday	July	Jul	7	3	2023
20230709	Sunday	July	Jul	7	3	2023
20230710	Monday	July	Jul	7	3	2023
20230711	Tuesday	July	Jul	7	3	2023
20230712	Wednesday	July	Jul	7	3	2023
20230713	Thursday	July	Jul	7	3	2023
20230714	Friday	July	Jul	7	3	2023
20230715	Saturday	July	Jul	7	3	2023
20230716	Sunday	July	Jul	7	3	2023
20230717	Monday	July	Jul	7	3	2023
20230718	Tuesday	July	Jul	7	3	2023
20230719	Wednesday	July	Jul	7	3	2023
20230720	Thursday	July	Jul	7	3	2023
20230721	Friday	July	Jul	7	3	2023
20230722	Saturday	July	Jul	7	3	2023
20230723	Sunday	July	Jul	7	3	2023
20230724	Monday	July	Jul	7	3	2023
20230725	Tuesday	July	Jul	7	3	2023
20230726	Wednesday	July	Jul	7	3	2023
20230727	Thursday	July	Jul	7	3	2023
20230728	Friday	July	Jul	7	3	2023
20230729	Saturday	July	Jul	7	3	2023
20230730	Sunday	July	Jul	7	3	2023
20230731	Monday	July	Jul	7	3	2023
20230801	Tuesday	August	Aug	8	3	2023
20230802	Wednesday	August	Aug	8	3	2023
20230803	Thursday	August	Aug	8	3	2023
20230804	Friday	August	Aug	8	3	2023
20230805	Saturday	August	Aug	8	3	2023
20230806	Sunday	August	Aug	8	3	2023
20230807	Monday	August	Aug	8	3	2023
20230808	Tuesday	August	Aug	8	3	2023
20230809	Wednesday	August	Aug	8	3	2023
20230810	Thursday	August	Aug	8	3	2023
20230811	Friday	August	Aug	8	3	2023
20230812	Saturday	August	Aug	8	3	2023
20230813	Sunday	August	Aug	8	3	2023
20230814	Monday	August	Aug	8	3	2023
20230815	Tuesday	August	Aug	8	3	2023
20230816	Wednesday	August	Aug	8	3	2023
20230817	Thursday	August	Aug	8	3	2023
20230818	Friday	August	Aug	8	3	2023
20230819	Saturday	August	Aug	8	3	2023
20230820	Sunday	August	Aug	8	3	2023
20230821	Monday	August	Aug	8	3	2023
20230822	Tuesday	August	Aug	8	3	2023
20230823	Wednesday	August	Aug	8	3	2023
20230824	Thursday	August	Aug	8	3	2023
20230825	Friday	August	Aug	8	3	2023
20230826	Saturday	August	Aug	8	3	2023
20230827	Sunday	August	Aug	8	3	2023
20230828	Monday	August	Aug	8	3	2023
20230829	Tuesday	August	Aug	8	3	2023
20230830	Wednesday	August	Aug	8	3	2023
20230831	Thursday	August	Aug	8	3	2023
20230901	Friday	September	Sep	9	3	2023
20230902	Saturday	September	Sep	9	3	2023
20230903	Sunday	September	Sep	9	3	2023
20230904	Monday	September	Sep	9	3	2023
20230905	Tuesday	September	Sep	9	3	2023
20230906	Wednesday	September	Sep	9	3	2023
20230907	Thursday	September	Sep	9	3	2023
20230908	Friday	September	Sep	9	3	2023
20230909	Saturday	September	Sep	9	3	2023
20230910	Sunday	September	Sep	9	3	2023
20230911	Monday	September	Sep	9	3	2023
20230912	Tuesday	September	Sep	9	3	2023
20230913	Wednesday	September	Sep	9	3	2023
20230914	Thursday	September	Sep	9	3	2023
20230915	Friday	September	Sep	9	3	2023
20230916	Saturday	September	Sep	9	3	2023
20230917	Sunday	September	Sep	9	3	2023
20230918	Monday	September	Sep	9	3	2023
20230919	Tuesday	September	Sep	9	3	2023
20230920	Wednesday	September	Sep	9	3	2023
20230921	Thursday	September	Sep	9	3	2023
20230922	Friday	September	Sep	9	3	2023
20230923	Saturday	September	Sep	9	3	2023
20230924	Sunday	September	Sep	9	3	2023
20230925	Monday	September	Sep	9	3	2023
20230926	Tuesday	September	Sep	9	3	2023
20230927	Wednesday	September	Sep	9	3	2023
20230928	Thursday	September	Sep	9	3	2023
20230929	Friday	September	Sep	9	3	2023
20230930	Saturday	September	Sep	9	3	2023
20231001	Sunday	October	Oct	10	4	2023
20231002	Monday	October	Oct	10	4	2023
20231003	Tuesday	October	Oct	10	4	2023
20231004	Wednesday	October	Oct	10	4	2023
20231005	Thursday	October	Oct	10	4	2023
20231006	Friday	October	Oct	10	4	2023
20231007	Saturday	October	Oct	10	4	2023
20231008	Sunday	October	Oct	10	4	2023
20231009	Monday	October	Oct	10	4	2023
20231010	Tuesday	October	Oct	10	4	2023
20231011	Wednesday	October	Oct	10	4	2023
20231012	Thursday	October	Oct	10	4	2023
20231013	Friday	October	Oct	10	4	2023
20231014	Saturday	October	Oct	10	4	2023
20231015	Sunday	October	Oct	10	4	2023
20231016	Monday	October	Oct	10	4	2023
20231017	Tuesday	October	Oct	10	4	2023
20231018	Wednesday	October	Oct	10	4	2023
20231019	Thursday	October	Oct	10	4	2023
20231020	Friday	October	Oct	10	4	2023
20231021	Saturday	October	Oct	10	4	2023
20231022	Sunday	October	Oct	10	4	2023
20231023	Monday	October	Oct	10	4	2023
20231024	Tuesday	October	Oct	10	4	2023
20231025	Wednesday	October	Oct	10	4	2023
20231026	Thursday	October	Oct	10	4	2023
20231027	Friday	October	Oct	10	4	2023
20231028	Saturday	October	Oct	10	4	2023
20231029	Sunday	October	Oct	10	4	2023
20231030	Monday	October	Oct	10	4	2023
20231031	Tuesday	October	Oct	10	4	2023
20231101	Wednesday	November	Nov	11	4	2023
20231102	Thursday	November	Nov	11	4	2023
20231103	Friday	November	Nov	11	4	2023
20231104	Saturday	November	Nov	11	4	2023
20231105	Sunday	November	Nov	11	4	2023
20231106	Monday	November	Nov	11	4	2023
20231107	Tuesday	November	Nov	11	4	2023
20231108	Wednesday	November	Nov	11	4	2023
20231109	Thursday	November	Nov	11	4	2023
20231110	Friday	November	Nov	11	4	2023
20231111	Saturday	November	Nov	11	4	2023
20231112	Sunday	November	Nov	11	4	2023
20231113	Monday	November	Nov	11	4	2023
20231114	Tuesday	November	Nov	11	4	2023
20231115	Wednesday	November	Nov	11	4	2023
20231116	Thursday	November	Nov	11	4	2023
20231117	Friday	November	Nov	11	4	2023
20231118	Saturday	November	Nov	11	4	2023
20231119	Sunday	November	Nov	11	4	2023
20231120	Monday	November	Nov	11	4	2023
20231121	Tuesday	November	Nov	11	4	2023
20231122	Wednesday	November	Nov	11	4	2023
20231123	Thursday	November	Nov	11	4	2023
20231124	Friday	November	Nov	11	4	2023
20231125	Saturday	November	Nov	11	4	2023
20231126	Sunday	November	Nov	11	4	2023
20231127	Monday	November	Nov	11	4	2023
20231128	Tuesday	November	Nov	11	4	2023
20231129	Wednesday	November	Nov	11	4	2023
20231130	Thursday	November	Nov	11	4	2023
20231201	Friday	December	Dec	12	4	2023
20231202	Saturday	December	Dec	12	4	2023
20231203	Sunday	December	Dec	12	4	2023
20231204	Monday	December	Dec	12	4	2023
20231205	Tuesday	December	Dec	12	4	2023
20231206	Wednesday	December	Dec	12	4	2023
20231207	Thursday	December	Dec	12	4	2023
20231208	Friday	December	Dec	12	4	2023
20231209	Saturday	December	Dec	12	4	2023
20231210	Sunday	December	Dec	12	4	2023
20231211	Monday	December	Dec	12	4	2023
20231212	Tuesday	December	Dec	12	4	2023
20231213	Wednesday	December	Dec	12	4	2023
20231214	Thursday	December	Dec	12	4	2023
20231215	Friday	December	Dec	12	4	2023
20231216	Saturday	December	Dec	12	4	2023
20231217	Sunday	December	Dec	12	4	2023
20231218	Monday	December	Dec	12	4	2023
20231219	Tuesday	December	Dec	12	4	2023
20231220	Wednesday	December	Dec	12	4	2023
20231221	Thursday	December	Dec	12	4	2023
20231222	Friday	December	Dec	12	4	2023
20231223	Saturday	December	Dec	12	4	2023
20231224	Sunday	December	Dec	12	4	2023
20231225	Monday	December	Dec	12	4	2023
20231226	Tuesday	December	Dec	12	4	2023
20231227	Wednesday	December	Dec	12	4	2023
20231228	Thursday	December	Dec	12	4	2023
20231229	Friday	December	Dec	12	4	2023
20231230	Saturday	December	Dec	12	4	2023
20231231	Sunday	December	Dec	12	4	2023
20240101	Monday	January	Jan	1	1	2024
20240102	Tuesday	January	Jan	1	1	2024
20240103	Wednesday	January	Jan	1	1	2024
20240104	Thursday	January	Jan	1	1	2024
20240105	Friday	January	Jan	1	1	2024
20240106	Saturday	January	Jan	1	1	2024
20240107	Sunday	January	Jan	1	1	2024
20240108	Monday	January	Jan	1	1	2024
20240109	Tuesday	January	Jan	1	1	2024
20240110	Wednesday	January	Jan	1	1	2024
20240111	Thursday	January	Jan	1	1	2024
20240112	Friday	January	Jan	1	1	2024
20240113	Saturday	January	Jan	1	1	2024
20240114	Sunday	January	Jan	1	1	2024
20240115	Monday	January	Jan	1	1	2024
20240116	Tuesday	January	Jan	1	1	2024
20240117	Wednesday	January	Jan	1	1	2024
20240118	Thursday	January	Jan	1	1	2024
20240119	Friday	January	Jan	1	1	2024
20240120	Saturday	January	Jan	1	1	2024
20240121	Sunday	January	Jan	1	1	2024
20240122	Monday	January	Jan	1	1	2024
20240123	Tuesday	January	Jan	1	1	2024
20240124	Wednesday	January	Jan	1	1	2024
20240125	Thursday	January	Jan	1	1	2024
20240126	Friday	January	Jan	1	1	2024
20240127	Saturday	January	Jan	1	1	2024
20240128	Sunday	January	Jan	1	1	2024
20240129	Monday	January	Jan	1	1	2024
20240130	Tuesday	January	Jan	1	1	2024
20240131	Wednesday	January	Jan	1	1	2024
20240201	Thursday	February	Feb	2	1	2024
20240202	Friday	February	Feb	2	1	2024
20240203	Saturday	February	Feb	2	1	2024
20240204	Sunday	February	Feb	2	1	2024
20240205	Monday	February	Feb	2	1	2024
20240206	Tuesday	February	Feb	2	1	2024
20240207	Wednesday	February	Feb	2	1	2024
20240208	Thursday	February	Feb	2	1	2024
20240209	Friday	February	Feb	2	1	2024
20240210	Saturday	February	Feb	2	1	2024
20240211	Sunday	February	Feb	2	1	2024
20240212	Monday	February	Feb	2	1	2024
20240213	Tuesday	February	Feb	2	1	2024
20240214	Wednesday	February	Feb	2	1	2024
20240215	Thursday	February	Feb	2	1	2024
20240216	Friday	February	Feb	2	1	2024
20240217	Saturday	February	Feb	2	1	2024
20240218	Sunday	February	Feb	2	1	2024
20240219	Monday	February	Feb	2	1	2024
20240220	Tuesday	February	Feb	2	1	2024
20240221	Wednesday	February	Feb	2	1	2024
20240222	Thursday	February	Feb	2	1	2024
20240223	Friday	February	Feb	2	1	2024
20240224	Saturday	February	Feb	2	1	2024
20240225	Sunday	February	Feb	2	1	2024
20240226	Monday	February	Feb	2	1	2024
20240227	Tuesday	February	Feb	2	1	2024
20240228	Wednesday	February	Feb	2	1	2024
20240229	Thursday	February	Feb	2	1	2024
20240301	Friday	March	Mar	3	1	2024
20240302	Saturday	March	Mar	3	1	2024
20240303	Sunday	March	Mar	3	1	2024
20240304	Monday	March	Mar	3	1	2024
20240305	Tuesday	March	Mar	3	1	2024
20240306	Wednesday	March	Mar	3	1	2024
20240307	Thursday	March	Mar	3	1	2024
20240308	Friday	March	Mar	3	1	2024
20240309	Saturday	March	Mar	3	1	2024
20240310	Sunday	March	Mar	3	1	2024
20240311	Monday	March	Mar	3	1	2024
20240312	Tuesday	March	Mar	3	1	2024
20240313	Wednesday	March	Mar	3	1	2024
20240314	Thursday	March	Mar	3	1	2024
20240315	Friday	March	Mar	3	1	2024
20240316	Saturday	March	Mar	3	1	2024
20240317	Sunday	March	Mar	3	1	2024
20240318	Monday	March	Mar	3	1	2024
20240319	Tuesday	March	Mar	3	1	2024
20240320	Wednesday	March	Mar	3	1	2024
20240321	Thursday	March	Mar	3	1	2024
20240322	Friday	March	Mar	3	1	2024
20240323	Saturday	March	Mar	3	1	2024
20240324	Sunday	March	Mar	3	1	2024
20240325	Monday	March	Mar	3	1	2024
20240326	Tuesday	March	Mar	3	1	2024
20240327	Wednesday	March	Mar	3	1	2024
20240328	Thursday	March	Mar	3	1	2024
20240329	Friday	March	Mar	3	1	2024
